1 2 1	1095171960 2004-9-14
10 229 1	1097487780 2004-10-11
160 229 1	1097551260 2004-10-12
12 230 1	1097434500 2004-10-10
198 230 1	1097435760 2004-10-10
86 230 -1	1097436960 2004-10-10
3 230 -1	1097440620 2004-10-10
23 230 1	1097441880 2004-10-10
35 230 1	1097444160 2004-10-10
54 230 1	1097452380 2004-10-10
45 230 1	1097462280 2004-10-11
34 230 1	1097483880 2004-10-11
227 230 1	1097510640 2004-10-11
20 230 1	1097517960 2004-10-11
222 230 1	1097551200 2004-10-12
10 230 -1	1097562480 2004-10-12
11 230 1	1097572980 2004-10-12
231 230 1	1097611080 2004-10-12
203 230 1	1097635380 2004-10-13
232 230 1	1097674560 2004-10-13
78 230 1	1097708100 2004-10-13
42 230 1	1097728980 2004-10-14
6 230 1	1097760300 2004-10-14
160 230 1	1097785620 2004-10-14
30 230 1	1097929140 2004-10-16
19 230 1	1097951640 2004-10-16
233 230 1	1098015720 2004-10-17
234 230 1	1100239860 2004-11-12
170 235 1	1097509200 2004-10-11
86 235 -1	1097511360 2004-10-11
9 235 1	1097514540 2004-10-11
236 235 1	1097518560 2004-10-11
8 235 -1	1097518980 2004-10-11
3 235 -1	1097520180 2004-10-11
49 235 1	1097520480 2004-10-11
17 235 1	1097521140 2004-10-11
63 235 1	1097521440 2004-10-11
35 235 1	1097521800 2004-10-11
25 235 1	1097534100 2004-10-11
127 235 1	1097557140 2004-10-12
10 235 1	1097562480 2004-10-12
11 235 1	1097572860 2004-10-12
14 235 1	1097577360 2004-10-12
6 235 1	1097583360 2004-10-12
20 235 1	1097589240 2004-10-12
119 235 1	1097715600 2004-10-14
237 235 1	1097772240 2004-10-14
45 235 1	1097795220 2004-10-14
30 235 1	1097877540 2004-10-15
67 235 1	1097930340 2004-10-16
19 235 1	1097950800 2004-10-16
238 235 -1	1098077460 2004-10-18
239 240 1	1097557200 2004-10-12
68 240 1	1097557260 2004-10-12
36 240 1	1097557920 2004-10-12
21 240 1	1097558100 2004-10-12
241 240 1	1097561220 2004-10-12
10 240 1	1097562240 2004-10-12
54 240 1	1097566800 2004-10-12
42 240 1	1097567100 2004-10-12
13 240 1	1097568780 2004-10-12
242 240 1	1097569200 2004-10-12
151 240 1	1097570580 2004-10-12
11 240 1	1097572800 2004-10-12
221 240 1	1097572920 2004-10-12
30 240 1	1097575980 2004-10-12
9 240 1	1097578680 2004-10-12
223 240 1	1097579400 2004-10-12
6 240 1	1097583240 2004-10-12
123 240 1	1097583840 2004-10-12
20 240 1	1097589240 2004-10-12
134 240 1	1097591100 2004-10-12
25 240 1	1097599860 2004-10-12
196 240 1	1097599980 2004-10-12
43 240 1	1097600820 2004-10-12
86 240 1	1097601420 2004-10-12
243 240 1	1097613180 2004-10-12
41 240 1	1097617140 2004-10-12
8 240 1	1097619960 2004-10-12
58 240 1	1097621340 2004-10-12
244 240 1	1097625420 2004-10-12
29 240 1	1097625600 2004-10-13
3 240 1	1097628300 2004-10-13
94 240 1	1097632260 2004-10-13
245 240 1	1097633760 2004-10-13
133 240 1	1097689980 2004-10-13
166 240 1	1097708700 2004-10-13
119 240 1	1097715360 2004-10-14
160 240 1	1097764440 2004-10-14
135 240 1	1097778240 2004-10-14
236 240 1	1097778360 2004-10-14
35 240 1	1097782260 2004-10-14
78 240 1	1097794140 2004-10-14
45 240 1	1097794500 2004-10-14
63 240 1	1097798520 2004-10-15
69 240 1	1097808480 2004-10-15
17 240 1	1097810340 2004-10-15
88 240 1	1097820180 2004-10-15
14 240 1	1097826600 2004-10-15
55 240 1	1097829720 2004-10-15
246 240 1	1097837160 2004-10-15
23 240 1	1097848440 2004-10-15
230 240 1	1097853180 2004-10-15
120 240 1	1097870880 2004-10-15
130 240 1	1097875140 2004-10-15
247 240 1	1097888220 2004-10-16
167 240 1	1097947740 2004-10-16
19 240 1	1097950860 2004-10-16
24 240 1	1098031500 2004-10-17
86 248 -1	1097706060 2004-10-13
34 248 1	1097706120 2004-10-13
71 248 -1	1097706960 2004-10-13
8 248 -1	1097708880 2004-10-13
3 248 -1	1097715240 2004-10-14
49 248 1	1097716440 2004-10-14
17 248 1	1097716500 2004-10-14
25 248 1	1097717520 2004-10-14
35 248 -1	1097717940 2004-10-14
170 248 1	1097747160 2004-10-14
6 248 1	1097760120 2004-10-14
236 248 1	1097780280 2004-10-14
45 248 -1	1097809800 2004-10-15
74 249 1	1097903520 2004-10-16
42 249 1	1097904600 2004-10-16
54 249 1	1097905860 2004-10-16
166 249 1	1097905980 2004-10-16
34 249 1	1097907720 2004-10-16
64 249 1	1097923080 2004-10-16
170 249 1	1097927040 2004-10-16
35 249 1	1097930040 2004-10-16
6 249 1	1097938800 2004-10-16
8 249 1	1098021180 2004-10-17
30 249 1	1098021780 2004-10-17
19 249 1	1098042180 2004-10-17
29 249 1	1098042720 2004-10-17
20 249 1	1098055140 2004-10-17
12 249 1	1098063180 2004-10-18
10 249 1	1098078060 2004-10-18
134 249 1	1098212340 2004-10-19
37 249 1	1098223080 2004-10-19
11 249 1	1098283320 2004-10-20
129 249 1	1098307380 2004-10-20
58 249 1	1098331560 2004-10-21
250 249 -1	1098377160 2004-10-21
251 249 -1	1098378780 2004-10-21
9 249 1	1098380460 2004-10-21
86 249 -1	1098383880 2004-10-21
48 249 -1	1098387240 2004-10-21
215 249 -1	1098395220 2004-10-21
49 249 1	1098397680 2004-10-21
252 249 1	1098433020 2004-10-22
253 123 1	1097965260 2004-10-16
25 123 1	1097966220 2004-10-16
113 123 1	1097967300 2004-10-16
58 123 1	1097969940 2004-10-16
54 123 1	1097971380 2004-10-17
30 123 1	1097974800 2004-10-17
217 123 1	1097975160 2004-10-17
254 123 1	1097980440 2004-10-17
166 123 1	1097983860 2004-10-17
8 123 1	1098021120 2004-10-17
74 123 1	1098029460 2004-10-17
41 123 1	1098039060 2004-10-17
19 123 1	1098042060 2004-10-17
35 123 1	1098042480 2004-10-17
6 123 1	1098048180 2004-10-17
20 123 1	1098055200 2004-10-17
10 123 1	1098078000 2004-10-18
255 123 1	1098149760 2004-10-19
134 123 1	1098212220 2004-10-19
256 123 1	1098270240 2004-10-20
11 123 1	1098283260 2004-10-20
129 123 1	1098307320 2004-10-20
230 123 1	1098382260 2004-10-21
250 123 1	1098400740 2004-10-21
24 123 1	1098459240 2004-10-22
257 123 -1	1098528480 2004-10-23
127 123 1	1098550200 2004-10-23
86 123 -1	1098586260 2004-10-24
25 19 1	1098038340 2004-10-17
35 19 1	1098042600 2004-10-17
6 19 1	1098048120 2004-10-17
20 19 1	1098055320 2004-10-17
3 19 -1	1098056340 2004-10-17
123 19 1	1098057120 2004-10-17
10 19 1	1098077940 2004-10-18
8 19 1	1098133980 2004-10-18
42 19 1	1098165000 2004-10-19
134 19 1	1098212100 2004-10-19
37 19 1	1098222660 2004-10-19
161 19 1	1098280200 2004-10-20
11 19 1	1098283200 2004-10-20
129 19 1	1098307260 2004-10-20
58 19 1	1098330960 2004-10-21
78 19 1	1098375360 2004-10-21
230 19 1	1098381780 2004-10-21
24 19 1	1098459060 2004-10-22
257 19 -1	1098528420 2004-10-23
127 19 1	1098549960 2004-10-23
86 19 -1	1098586320 2004-10-24
255 19 1	1098612720 2004-10-24
41 258 1	1098055380 2004-10-17
35 258 1	1098055500 2004-10-17
10 258 1	1098098040 2004-10-18
6 258 1	1098104340 2004-10-18
235 258 1	1098118320 2004-10-18
3 258 -1	1098132420 2004-10-18
8 258 1	1098133920 2004-10-18
42 258 1	1098165120 2004-10-19
19 258 1	1098184860 2004-10-19
20 258 1	1098200160 2004-10-19
12 258 1	1098213480 2004-10-19
37 258 1	1098223200 2004-10-19
11 258 1	1098283560 2004-10-20
49 258 1	1098397680 2004-10-21
86 258 -1	1098402900 2004-10-21
259 258 1	1098426840 2004-10-22
1 258 1	1098521940 2004-10-23
257 258 -1	1098528660 2004-10-23
255 258 1	1098612960 2004-10-24
9 28 1	1098188100 2004-10-19
10 28 1	1098188280 2004-10-19
25 28 1	1098189900 2004-10-19
248 28 1	1098192120 2004-10-19
20 28 1	1098200580 2004-10-19
8 28 1	1098210060 2004-10-19
35 28 1	1098222420 2004-10-19
37 28 1	1098223020 2004-10-19
11 28 1	1098283380 2004-10-20
260 28 -1	1098296040 2004-10-20
58 28 1	1098330120 2004-10-21
24 28 1	1098459540 2004-10-22
6 28 1	1098461220 2004-10-22
218 28 -1	1098652020 2004-10-24
90 28 1	1098653640 2004-10-24
133 28 -1	1098683820 2004-10-25
255 28 -1	1098702060 2004-10-25
131 28 -1	1098705960 2004-10-25
261 28 -1	1098709260 2004-10-25
262 28 -1	1098709620 2004-10-25
209 263 1	1098288480 2004-10-20
34 263 1	1098289800 2004-10-20
86 263 -1	1098292140 2004-10-20
26 263 1	1098292380 2004-10-20
21 263 1	1098296820 2004-10-20
19 263 1	1098298800 2004-10-20
4 263 -1	1098298920 2004-10-20
8 263 1	1098304980 2004-10-20
3 263 1	1098318300 2004-10-21
49 263 1	1098318300 2004-10-21
97 263 1	1098318600 2004-10-21
70 263 1	1098320940 2004-10-21
54 263 1	1098321240 2004-10-21
51 263 1	1098322680 2004-10-21
42 263 1	1098327060 2004-10-21
45 263 -1	1098330840 2004-10-21
78 263 1	1098359760 2004-10-21
35 263 1	1098363480 2004-10-21
6 263 -1	1098373980 2004-10-21
198 263 1	1098374220 2004-10-21
248 263 -1	1098377040 2004-10-21
40 263 1	1098377100 2004-10-21
68 263 1	1098383640 2004-10-21
264 263 1	1098395400 2004-10-21
17 263 -1	1098395940 2004-10-21
265 263 -1	1098405960 2004-10-22
154 263 1	1098407460 2004-10-22
12 263 -1	1098449460 2004-10-22
69 263 1	1098469560 2004-10-22
266 263 1	1098479220 2004-10-22
257 263 1	1098528840 2004-10-23
23 263 -1	1098567120 2004-10-23
74 263 -1	1098568140 2004-10-23
31 263 -1	1098576960 2004-10-24
25 263 1	1098585000 2004-10-24
133 263 -1	1098588000 2004-10-24
37 263 1	1098627660 2004-10-24
36 263 -1	1098629880 2004-10-24
267 263 1	1098630000 2004-10-24
160 263 -1	1098669360 2004-10-25
217 263 -1	1098685440 2004-10-25
268 263 -1	1098700320 2004-10-25
269 263 -1	1098714360 2004-10-25
270 263 -1	1098748500 2004-10-25
53 263 1	1098748980 2004-10-26
14 263 1	1098773220 2004-10-26
94 263 -1	1098790380 2004-10-26
166 263 1	1098811560 2004-10-26
33 263 -1	1098823260 2004-10-26
271 263 -1	1098852900 2004-10-27
272 263 -1	1098884580 2004-10-27
41 273 1	1098320580 2004-10-21
10 273 -1	1098351420 2004-10-21
35 273 1	1098363420 2004-10-21
3 273 -1	1098387720 2004-10-21
215 273 -1	1098395580 2004-10-21
49 273 1	1098397500 2004-10-21
42 273 -1	1098532920 2004-10-23
8 273 1	1098561180 2004-10-23
268 273 1	1098568620 2004-10-23
186 273 -1	1098577920 2004-10-24
6 273 1	1098585060 2004-10-24
255 273 -1	1098612120 2004-10-24
30 273 1	1098636900 2004-10-24
150 273 1	1098643020 2004-10-24
23 273 1	1098665580 2004-10-25
133 273 -1	1098683460 2004-10-25
217 273 -1	1098685680 2004-10-25
67 273 -1	1098702660 2004-10-25
108 273 1	1098736740 2004-10-25
222 273 1	1098838740 2004-10-27
1 273 1	1098897420 2004-10-27
58 274 1	1098330780 2004-10-21
10 274 1	1098351420 2004-10-21
35 274 1	1098363300 2004-10-21
6 274 1	1098372780 2004-10-21
203 274 1	1098507120 2004-10-23
8 274 1	1098561120 2004-10-23
41 274 1	1098573600 2004-10-23
186 274 1	1098577740 2004-10-24
165 274 1	1098657540 2004-10-24
134 274 1	1098665580 2004-10-25
133 274 1	1098683280 2004-10-25
25 274 1	1098746880 2004-10-25
86 274 1	1098800400 2004-10-26
26 1 1	1098350940 2004-10-21
10 1 1	1098351480 2004-10-21
3 1 -1	1098358440 2004-10-21
42 1 1	1098359040 2004-10-21
246 1 1	1098359820 2004-10-21
35 1 1	1098363240 2004-10-21
6 1 1	1098372720 2004-10-21
36 1 1	1098373980 2004-10-21
166 1 1	1098374160 2004-10-21
130 1 1	1098383880 2004-10-21
17 1 1	1098383940 2004-10-21
129 1 1	1098384180 2004-10-21
49 1 1	1098397380 2004-10-21
30 1 1	1098399960 2004-10-21
24 1 1	1098458820 2004-10-22
266 1 1	1098479100 2004-10-22
203 1 1	1098506940 2004-10-23
28 1 1	1098519180 2004-10-23
257 1 -1	1098528780 2004-10-23
41 1 1	1098573660 2004-10-23
19 1 1	1098579060 2004-10-24
86 1 -1	1098585660 2004-10-24
25 1 1	1098635520 2004-10-24
134 1 1	1098666180 2004-10-25
164 1 1	1098689280 2004-10-25
64 1 1	1098700320 2004-10-25
14 1 1	1098773040 2004-10-26
20 1 1	1098843720 2004-10-27
55 1 1	1098905040 2004-10-27
119 1 1	1098920820 2004-10-27
275 276 1	1098681600 2004-10-25
86 276 1	1098681720 2004-10-25
196 276 1	1098681900 2004-10-25
97 276 -1	1098682500 2004-10-25
58 276 -1	1098682560 2004-10-25
37 276 -1	1098682740 2004-10-25
133 276 -1	1098682920 2004-10-25
42 276 -1	1098684060 2004-10-25
154 276 -1	1098684720 2004-10-25
51 276 -1	1098698400 2004-10-25
67 276 -1	1098701820 2004-10-25
248 276 -1	1098702240 2004-10-25
23 276 -1	1098704820 2004-10-25
62 276 -1	1098711720 2004-10-25
3 276 -1	1098712080 2004-10-25
277 276 -1	1098728940 2004-10-25
68 276 -1	1098733260 2004-10-25
230 276 -1	1098737940 2004-10-25
25 276 -1	1098746700 2004-10-25
13 276 -1	1098779640 2004-10-26
130 276 -1	1098781260 2004-10-26
94 276 -1	1098790680 2004-10-26
32 276 -1	1098807780 2004-10-26
278 279 1	1116959280 2005-5-24
63 279 1	1116959940 2005-5-24
86 279 -1	1116962400 2005-5-24
3 279 -1	1116964740 2005-5-24
280 279 1	1116967320 2005-5-24
49 279 1	1116968940 2005-5-24
281 279 1	1116979560 2005-5-25
282 279 1	1116984540 2005-5-25
206 279 -1	1116986580 2005-5-25
29 279 1	1116988500 2005-5-25
20 279 1	1116988800 2005-5-25
36 279 1	1116989520 2005-5-25
70 279 1	1116992520 2005-5-25
158 279 1	1117000500 2005-5-25
130 279 1	1117012740 2005-5-25
173 279 1	1117015740 2005-5-25
283 279 -1	1117020660 2005-5-25
142 279 1	1117028880 2005-5-25
284 279 1	1117029240 2005-5-25
139 279 1	1117041300 2005-5-25
6 279 1	1117043040 2005-5-25
285 279 1	1117048800 2005-5-25
25 279 1	1117051380 2005-5-25
8 279 1	1117058700 2005-5-25
107 279 1	1117067700 2005-5-26
42 279 1	1117088100 2005-5-26
286 279 1	1117106940 2005-5-26
287 279 1	1117112580 2005-5-26
288 279 1	1117126800 2005-5-26
289 279 1	1117135620 2005-5-26
290 279 1	1117228200 2005-5-27
291 279 1	1117232520 2005-5-27
54 279 1	1117269780 2005-5-28
292 279 1	1117279500 2005-5-28
293 279 1	1117320540 2005-5-28
294 279 1	1117348020 2005-5-29
295 279 1	1117537680 2005-5-31
166 70 1	1098823860 2004-10-26
42 70 1	1098826560 2004-10-26
131 70 1	1098828300 2004-10-26
86 70 -1	1098831360 2004-10-26
3 70 1	1098839820 2004-10-27
78 70 1	1098841680 2004-10-27
20 70 1	1098844140 2004-10-27
9 70 1	1098845460 2004-10-27
239 70 1	1098853680 2004-10-27
6 70 1	1098867600 2004-10-27
25 70 1	1098884640 2004-10-27
139 70 1	1098884640 2004-10-27
127 70 1	1098895500 2004-10-27
227 70 1	1098895620 2004-10-27
134 70 1	1098899400 2004-10-27
35 70 1	1098909300 2004-10-27
8 70 1	1098909900 2004-10-27
203 70 1	1098918060 2004-10-27
296 70 -1	1098923640 2004-10-28
12 70 1	1098933300 2004-10-28
277 70 1	1098934620 2004-10-28
297 70 -1	1098954060 2004-10-28
23 70 1	1098970740 2004-10-28
298 70 1	1098984420 2004-10-28
108 70 1	1098989580 2004-10-28
142 70 1	1098991440 2004-10-28
94 70 1	1099009200 2004-10-29
234 70 1	1099009800 2004-10-29
185 70 1	1099040160 2004-10-29
252 70 1	1099040700 2004-10-29
299 70 1	1099054260 2004-10-29
33 70 1	1099207560 2004-10-31
51 70 1	1099254180 2004-10-31
46 70 1	1099282740 2004-11-1
300 70 1	1099282860 2004-11-1
54 70 1	1099295460 2004-11-1
301 70 -1	1099319760 2004-11-1
302 70 1	1099327380 2004-11-1
37 70 1	1099412100 2004-11-2
303 70 1	1099415760 2004-11-2
222 70 1	1099420440 2004-11-2
304 70 1	1099428120 2004-11-2
29 70 1	1099429200 2004-11-2
9 86 -1	1098937860 2004-10-28
97 86 -1	1098939120 2004-10-28
68 86 -1	1098939660 2004-10-28
51 86 -1	1098939900 2004-10-28
42 86 -1	1098941940 2004-10-28
305 86 -1	1098946020 2004-10-28
252 86 -1	1098947340 2004-10-28
3 86 -1	1098956700 2004-10-28
25 86 -1	1098968820 2004-10-28
65 86 -1	1098969240 2004-10-28
113 86 1	1098969540 2004-10-28
6 86 -1	1098969900 2004-10-28
277 86 -1	1098970560 2004-10-28
23 86 -1	1098970620 2004-10-28
222 86 -1	1098980100 2004-10-28
198 86 -1	1098995160 2004-10-28
43 86 -1	1098998880 2004-10-28
194 86 -1	1099040460 2004-10-29
276 86 1	1099057800 2004-10-29
98 86 -1	1099064160 2004-10-29
78 86 -1	1099069800 2004-10-29
301 86 1	1099319160 2004-11-1
306 86 -1	1099396140 2004-11-2
303 86 -1	1099419240 2004-11-2
217 86 -1	1099439400 2004-11-2
54 86 -1	1099465800 2004-11-3
307 86 -1	1099513620 2004-11-3
173 126 1	1098969000 2004-10-28
25 126 1	1098969240 2004-10-28
308 126 1	1098971280 2004-10-28
23 126 1	1098971760 2004-10-28
296 126 1	1098971940 2004-10-28
9 126 1	1098976560 2004-10-28
309 126 1	1098976800 2004-10-28
17 126 1	1098981720 2004-10-28
310 126 1	1098991260 2004-10-28
8 126 1	1099000980 2004-10-28
131 126 1	1099002960 2004-10-28
134 126 1	1099006080 2004-10-28
201 126 1	1099013400 2004-10-29
58 126 1	1099025040 2004-10-29
186 126 1	1099032900 2004-10-29
311 126 1	1099034580 2004-10-29
42 126 1	1099049100 2004-10-29
299 126 1	1099053900 2004-10-29
35 126 1	1099068960 2004-10-29
312 126 1	1099069140 2004-10-29
30 126 1	1099092120 2004-10-29
6 126 1	1099149840 2004-10-30
165 126 1	1099159260 2004-10-30
33 126 1	1099207320 2004-10-31
313 126 1	1099222080 2004-10-31
314 126 1	1099239000 2004-10-31
51 126 1	1099254120 2004-10-31
10 126 1	1099254240 2004-10-31
166 126 1	1099278000 2004-11-1
315 126 1	1099356000 2004-11-2
20 126 1	1099364340 2004-11-2
21 126 1	1099472100 2004-11-3
163 126 1	1099474380 2004-11-3
316 126 1	1099522560 2004-11-3
124 126 1	1099527180 2004-11-4
313 317 1	1099252380 2004-10-31
51 317 1	1099254060 2004-10-31
3 317 1	1099254360 2004-10-31
8 317 1	1099254900 2004-10-31
9 317 1	1099255620 2004-10-31
41 317 1	1099255800 2004-10-31
6 317 1	1099257180 2004-10-31
35 317 1	1099259400 2004-10-31
131 317 1	1099261500 2004-10-31
58 317 1	1099262640 2004-10-31
142 317 1	1099263720 2004-10-31
318 317 1	1099264920 2004-10-31
222 317 1	1099269660 2004-11-1
201 317 1	1099282860 2004-11-1
79 317 1	1099306140 2004-11-1
173 317 1	1099311360 2004-11-1
319 317 1	1099334940 2004-11-1
30 317 1	1099336080 2004-11-1
198 317 1	1099342260 2004-11-1
165 317 1	1099345200 2004-11-1
248 317 1	1099345380 2004-11-1
300 317 1	1099355400 2004-11-2
20 317 1	1099364580 2004-11-2
1 317 1	1099410720 2004-11-2
37 317 1	1099411740 2004-11-2
120 317 1	1099428360 2004-11-2
29 317 1	1099436940 2004-11-2
316 317 1	1099441020 2004-11-3
246 317 1	1099472160 2004-11-3
86 317 1	1099499760 2004-11-3
124 317 1	1099527120 2004-11-4
202 317 1	1099599840 2004-11-4
24 317 1	1099600860 2004-11-4
203 317 1	1099630320 2004-11-5
49 317 1	1099709400 2004-11-6
86 320 -1	1099377420 2004-11-2
166 320 1	1099381140 2004-11-2
276 320 1	1099399860 2004-11-2
165 320 1	1099403580 2004-11-2
35 320 1	1099406220 2004-11-2
6 320 1	1099412400 2004-11-2
222 320 1	1099422240 2004-11-2
127 320 1	1099422360 2004-11-2
3 320 -1	1099427400 2004-11-2
8 320 1	1099429080 2004-11-2
131 320 1	1099433220 2004-11-2
1 320 1	1099521420 2004-11-3
12 320 1	1099521660 2004-11-3
133 320 -1	1099594440 2004-11-4
124 320 -1	1099620180 2004-11-5
6 321 1	1099519620 2004-11-3
36 321 1	1099520040 2004-11-3
9 321 1	1099520220 2004-11-3
322 321 1	1099520400 2004-11-3
12 321 1	1099520700 2004-11-3
17 321 1	1099522740 2004-11-3
238 321 1	1099524600 2004-11-3
86 321 1	1099526160 2004-11-3
323 321 1	1099527720 2004-11-4
78 321 1	1099535640 2004-11-4
35 321 1	1099538640 2004-11-4
222 321 1	1099539600 2004-11-4
70 321 1	1099540020 2004-11-4
3 321 1	1099541700 2004-11-4
21 321 1	1099542900 2004-11-4
324 321 -1	1099566600 2004-11-4
308 321 1	1099575900 2004-11-4
120 321 1	1099575960 2004-11-4
29 321 1	1099580700 2004-11-4
304 321 1	1099584240 2004-11-4
43 321 1	1099584720 2004-11-4
37 321 1	1099586520 2004-11-4
235 321 -1	1099593120 2004-11-4
160 321 1	1099593120 2004-11-4
97 321 1	1099594680 2004-11-4
127 321 -1	1099607100 2004-11-4
74 321 1	1099607760 2004-11-4
49 321 1	1099619580 2004-11-5
51 321 1	1099627260 2004-11-5
14 321 1	1099645560 2004-11-5
8 321 1	1099696980 2004-11-5
63 321 -1	1099713360 2004-11-6
131 321 1	1099784340 2004-11-6
68 321 1	1099802940 2004-11-7
203 321 1	1099870680 2004-11-7
42 321 1	1099896120 2004-11-8
117 321 1	1099956840 2004-11-8
25 321 1	1099957200 2004-11-8
325 321 1	1099974900 2004-11-9
252 321 1	1099999380 2004-11-9
326 321 1	1100028000 2004-11-9
26 321 1	1100045880 2004-11-10
30 321 1	1100095560 2004-11-10
225 327 1	1099580760 2004-11-4
328 327 1	1099594020 2004-11-4
6 327 1	1099598460 2004-11-4
131 327 1	1099623360 2004-11-5
329 327 1	1099645740 2004-11-5
35 327 1	1099667520 2004-11-5
8 327 1	1099697160 2004-11-5
49 327 1	1099709340 2004-11-6
203 327 1	1099778880 2004-11-6
257 327 -1	1100035920 2004-11-9
36 327 1	1100127360 2004-11-10
6 330 -1	1099578900 2004-11-4
62 330 -1	1099581360 2004-11-4
276 330 1	1099587420 2004-11-4
133 330 -1	1099594500 2004-11-4
17 330 -1	1099597860 2004-11-4
35 330 -1	1099600860 2004-11-4
131 330 -1	1099608660 2004-11-4
113 311 1	1099580640 2004-11-4
239 311 1	1099580820 2004-11-4
9 311 1	1099600260 2004-11-4
3 311 1	1099600800 2004-11-4
35 311 1	1099601100 2004-11-4
235 311 1	1099602780 2004-11-4
131 311 1	1099607700 2004-11-4
6 311 1	1099663620 2004-11-5
20 311 1	1099673700 2004-11-5
328 311 1	1099690200 2004-11-5
8 311 1	1099697040 2004-11-5
323 311 1	1099700220 2004-11-6
17 311 1	1099761960 2004-11-6
201 311 1	1099878240 2004-11-8
246 311 1	1099902780 2004-11-8
70 311 1	1099969020 2004-11-9
134 311 1	1100020080 2004-11-9
326 311 -1	1100028180 2004-11-9
30 311 1	1100092200 2004-11-10
36 311 1	1100127480 2004-11-10
235 236 1	1099627020 2004-11-5
127 236 1	1099632540 2004-11-5
237 236 1	1099666200 2004-11-5
20 236 1	1099673580 2004-11-5
248 236 1	1099677120 2004-11-5
8 236 1	1099697040 2004-11-5
17 236 1	1099761720 2004-11-6
9 236 1	1099762380 2004-11-6
131 236 1	1099784520 2004-11-6
35 236 1	1099786260 2004-11-7
6 236 1	1099845300 2004-11-7
86 236 -1	1099883520 2004-11-8
67 236 1	1099948560 2004-11-8
69 331 1	1099817700 2004-11-7
14 331 1	1099819140 2004-11-7
4 331 1	1099821240 2004-11-7
64 331 1	1099824480 2004-11-7
332 331 1	1099833540 2004-11-7
6 331 1	1099845300 2004-11-7
9 331 1	1099849860 2004-11-7
3 331 1	1099860000 2004-11-7
8 331 1	1099867140 2004-11-7
20 331 1	1099870680 2004-11-7
35 331 1	1099879620 2004-11-8
131 331 1	1099881960 2004-11-8
57 331 1	1099882320 2004-11-8
44 331 -1	1099882860 2004-11-8
79 331 1	1099891680 2004-11-8
133 331 1	1099893900 2004-11-8
134 331 1	1100019960 2004-11-9
276 331 -1	1100141880 2004-11-11
35 333 1	1099879680 2004-11-8
334 333 1	1099879980 2004-11-8
131 333 1	1099880040 2004-11-8
9 333 1	1099880100 2004-11-8
63 333 1	1099880460 2004-11-8
124 333 1	1099881300 2004-11-8
20 333 1	1099882140 2004-11-8
57 333 1	1099882200 2004-11-8
29 333 1	1099883040 2004-11-8
44 333 1	1099883160 2004-11-8
78 333 1	1099883280 2004-11-8
6 333 1	1099885560 2004-11-8
335 333 1	1099886040 2004-11-8
41 333 1	1099889640 2004-11-8
21 333 1	1099892040 2004-11-8
133 333 1	1099893840 2004-11-8
295 333 1	1099903200 2004-11-8
4 333 1	1099912860 2004-11-8
31 333 1	1099924800 2004-11-8
3 333 1	1099948080 2004-11-8
142 333 1	1099948140 2004-11-8
25 333 1	1099957680 2004-11-8
166 333 1	1099961100 2004-11-9
70 333 1	1099969200 2004-11-9
51 333 1	1099969740 2004-11-9
113 333 1	1099970280 2004-11-9
94 333 1	1099972860 2004-11-9
58 333 1	1099981800 2004-11-9
134 333 1	1100019900 2004-11-9
336 333 1	1100025240 2004-11-9
123 333 1	1100026680 2004-11-9
68 333 1	1100039100 2004-11-9
178 333 1	1100048460 2004-11-10
30 333 1	1100092440 2004-11-10
337 333 -1	1100110620 2004-11-10
338 333 1	1100114160 2004-11-10
